onetsoccode,Title,taskid,task,tasktype,incumbentsresponding,date,domainsource,scaleid,category,datavalue,n,standarderror,lowercibound,uppercibound,recommendsuppress
17-2011.00,Aerospace Engineers,20725,"Evaluate product data or design from inspections or reports for conformance to engineering principles, customer requirements, environmental regulations, or quality standards.",Core,72,07/2015,Incumbent,IM,n/a,3.78,63,0.2793,3.2166,4.3334,N
17-2011.00,Aerospace Engineers,20727,Diagnose performance problems by reviewing reports or documentation from customers or field engineers or by inspecting malfunctioning or damaged products.,Supplemental,72,07/2015,Incumbent,IM,n/a,3.8099999,50,0.2123,3.3840,4.2373,N
17-2011.00,Aerospace Engineers,1339,"Formulate mathematical models or other methods of computer analysis to develop, evaluate, or modify design, according to customer engineering requirements.",Core,71,07/2015,Incumbent,IM,n/a,4.0700002,54,0.2010,3.6622,4.4685,N
17-2011.00,Aerospace Engineers,1335,"Direct or coordinate activities of engineering or technical personnel involved in designing, fabricating, modifying, or testing of aircraft or aerospace products.",Core,71,07/2015,Incumbent,IM,n/a,3.8099999,62,0.1089,3.5929,4.0285,N
17-2021.00,Agricultural Engineers,5335,Design food processing plants and related mechanical systems.,Supplemental,20,08/2024,Occupational Expert,IM,n/a,3.6400001,11,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5330,Conduct educational programs that provide farmers or farm cooperative members with information that can help them improve agricultural productivity.,Core,20,08/2024,Occupational Expert,IM,n/a,3.5,18,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5328,"Design structures for crop storage, animal shelter and loading, and animal and crop processing, and supervise their construction.",Core,20,08/2024,Occupational Expert,IM,n/a,3.5699999,14,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5338,"Design sensing, measuring, and recording devices, and other instrumentation used to study plant or animal life.",Core,20,08/2024,Occupational Expert,IM,n/a,3.5,18,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5331,"Discuss plans with clients, contractors, consultants, and other engineers so that they can be evaluated and necessary changes made.",Core,20,08/2024,Occupational Expert,IM,n/a,3.6500001,20,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5326,"Design agricultural machinery components and equipment, using computer-aided design (CAD) technology.",Core,20,08/2024,Occupational Expert,IM,n/a,3.4400001,18,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5327,Test agricultural machinery and equipment to ensure adequate performance.,Core,20,08/2024,Occupational Expert,IM,n/a,3.6300001,19,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5334,"Plan and direct construction of rural electric-power distribution systems, and irrigation, drainage, and flood control systems for soil and water conservation.",Core,20,08/2024,Occupational Expert,IM,n/a,3.5899999,17,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5337,"Meet with clients, such as district or regional councils, farmers, and developers, to discuss their needs.",Core,20,08/2024,Occupational Expert,IM,n/a,3.79,19,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5329,"Provide advice on water quality and issues related to pollution management, river control, and ground and surface water resources.",Core,20,08/2024,Occupational Expert,IM,n/a,3.5799999,19,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5336,"Prepare reports, sketches, working drawings, specifications, proposals, and budgets for proposed sites or systems.",Core,20,08/2024,Occupational Expert,IM,n/a,4.0500002,20,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5332,Supervise food processing or manufacturing plant operations.,Supplemental,19,08/2024,Occupational Expert,IM,n/a,3.4000001,10,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5333,Design and supervise environmental and land reclamation projects in agriculture and related industries.,Core,20,08/2024,Occupational Expert,IM,n/a,3.29,14,n/a,n/a,n/a,n/a
17-2021.00,Agricultural Engineers,5325,"Visit sites to observe environmental problems, to consult with contractors, or to monitor construction activities.",Core,20,08/2024,Occupational Expert,IM,n/a,3.9400001,18,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21853,Maintain databases of experiment characteristics or results.,Core,23,08/2024,Occupational Expert,IM,n/a,3.9100001,23,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8980,Analyze new medical procedures to forecast likely outcomes.,Supplemental,23,08/2024,Occupational Expert,IM,n/a,3.47,15,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,18603,Conduct training or in-services to educate clinicians and other personnel on proper use of equipment.,Core,23,08/2024,Occupational Expert,IM,n/a,3.05,20,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21840,"Collaborate with manufacturing or quality assurance staff to prepare product specification or safety sheets, standard operating procedures, user manuals, or qualification and validation reports.",Core,23,08/2024,Occupational Expert,IM,n/a,3.53,17,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,18604,"Write documents describing protocols, policies, standards for use, maintenance, and repair of medical equipment.",Core,23,08/2024,Occupational Expert,IM,n/a,3.6300001,19,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21842,"Communicate with suppliers regarding the design or specifications of bioproduction equipment, instrumentation, or materials.",Core,23,08/2024,Occupational Expert,IM,n/a,3.0599999,16,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21854,"Manage teams of engineers by creating schedules, tracking inventory, creating or using budgets, or overseeing contract obligations or deadlines.",Core,23,08/2024,Occupational Expert,IM,n/a,3.8599999,21,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8972,"Research new materials to be used for products, such as implanted artificial organs.",Core,23,08/2024,Occupational Expert,IM,n/a,3.4100001,17,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8973,Develop models or computer simulations of human biobehavioral systems to obtain data for measuring or controlling life processes.,Core,23,08/2024,Occupational Expert,IM,n/a,3.8599999,21,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21846,"Design or conduct follow-up experimentation, based on generated data, to meet established process objectives.",Core,23,08/2024,Occupational Expert,IM,n/a,3.73,22,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8975,"Conduct research, along with life scientists, chemists, and medical scientists, on the engineering aspects of the biological systems of humans and animals.",Core,23,08/2024,Occupational Expert,IM,n/a,4.0999999,21,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21847,"Design or develop medical diagnostic or clinical instrumentation, equipment, or procedures, using the principles of engineering and biobehavioral sciences.",Core,23,08/2024,Occupational Expert,IM,n/a,4.1799998,22,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21841,Communicate with bioregulatory authorities regarding licensing or compliance responsibilities.,Core,23,08/2024,Occupational Expert,IM,n/a,3.5599999,18,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21855,"Prepare project plans for equipment or facility improvements, including time lines, budgetary estimates, or capital spending requests.",Core,23,08/2024,Occupational Expert,IM,n/a,3.3499999,20,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21845,"Design and deliver technology, such as prosthetic devices, to assist people with disabilities.",Supplemental,23,08/2024,Occupational Expert,IM,n/a,3.3599999,14,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21848,Design or direct bench or pilot production experiments to determine the scale of production methods that optimize product yield and minimize production costs.,Supplemental,23,08/2024,Occupational Expert,IM,n/a,2.6199999,16,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21858,"Recommend process formulas, instrumentation, or equipment specifications, based on results of bench or pilot experimentation.",Core,23,08/2024,Occupational Expert,IM,n/a,3.21,19,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8979,Adapt or design computer hardware or software for medical science uses.,Core,23,08/2024,Occupational Expert,IM,n/a,4.0900002,23,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21843,Confer with research and biomanufacturing personnel to ensure the compatibility of design and production.,Core,23,08/2024,Occupational Expert,IM,n/a,3.22,18,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21851,"Develop statistical models or simulations, using statistical or modeling software.",Core,23,08/2024,Occupational Expert,IM,n/a,3.9100001,23,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21852,Lead studies to examine or recommend changes in process sequences or operation protocols.,Supplemental,23,08/2024,Occupational Expert,IM,n/a,2.76,17,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21850,Develop methodologies for transferring procedures or biological processes from laboratories to commercial-scale manufacturing production.,Core,23,08/2024,Occupational Expert,IM,n/a,3.55,20,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21849,"Develop bioremediation processes to reduce pollution, protect the environment, or treat waste products.",Supplemental,23,08/2024,Occupational Expert,IM,n/a,2.77,13,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21839,"Advise manufacturing staff regarding problems with fermentation, filtration, or other bioproduction processes.",Supplemental,23,08/2024,Occupational Expert,IM,n/a,3,12,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21857,"Read current scientific or trade literature to stay abreast of scientific, industrial, or technological advances.",Core,23,08/2024,Occupational Expert,IM,n/a,3.8699999,23,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21859,Review existing manufacturing processes to identify opportunities for yield improvement or reduced process variation.,Supplemental,23,08/2024,Occupational Expert,IM,n/a,2.8800001,17,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8968,"Evaluate the safety, efficiency, and effectiveness of biomedical equipment.",Core,23,08/2024,Occupational Expert,IM,n/a,4.3499999,20,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,8970,"Advise hospital administrators on the planning, acquisition, and use of medical equipment.",Core,23,08/2024,Occupational Expert,IM,n/a,3,16,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21856,"Prepare technical reports, data summary documents, or research articles for scientific publication, regulatory submissions, or patent applications.",Core,23,08/2024,Occupational Expert,IM,n/a,4.2600002,23,n/a,n/a,n/a,n/a
17-2031.00,Bioengineers and Biomedical Engineers,21844,Consult with chemists or biologists to develop or evaluate novel technologies.,Core,23,08/2024,Occupational Expert,IM,n/a,3.3499999,20,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,20955,Monitor and analyze data from processes and experiments.,Core,23,08/2025,Occupational Expert,IM,n/a,4.2399998,21,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3559,Design measurement and control systems for chemical plants based on data collected in laboratory experiments and in pilot plant operations.,Core,23,08/2025,Occupational Expert,IM,n/a,3.28,18,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3553,"Determine most effective arrangement of operations such as mixing, crushing, heat transfer, distillation, and drying.",Core,23,08/2025,Occupational Expert,IM,n/a,3.3900001,23,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3556,"Perform laboratory studies of steps in manufacture of new products and test proposed processes in small-scale operation, such as a pilot plant.",Core,23,08/2025,Occupational Expert,IM,n/a,3.28,18,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3560,Design and plan layout of equipment.,Core,23,08/2025,Occupational Expert,IM,n/a,3.77,22,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,18472,Evaluate chemical equipment and processes to identify ways to optimize performance or to ensure compliance with safety and environmental regulations.,Core,23,08/2025,Occupational Expert,IM,n/a,4.1700001,23,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,18471,Troubleshoot problems with chemical manufacturing processes.,Core,23,08/2025,Occupational Expert,IM,n/a,4.2600002,23,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3558,Conduct research to develop new and improved chemical manufacturing processes.,Core,23,08/2025,Occupational Expert,IM,n/a,3.5799999,19,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3555,"Direct activities of workers who operate or are engaged in constructing and improving absorption, evaporation, or electromagnetic equipment.",Core,23,08/2025,Occupational Expert,IM,n/a,3.0599999,18,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3554,Prepare estimate of production costs and production progress reports for management.,Core,23,08/2025,Occupational Expert,IM,n/a,3.71,21,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3557,"Develop processes to separate components of liquids or gases or generate electrical currents, using controlled chemical processes.",Core,23,08/2025,Occupational Expert,IM,n/a,3.3499999,20,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,24003,Develop computer models of chemical processes.,Core,23,08/2025,Occupational Expert,IM,n/a,3.0899999,23,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,3552,Develop safety procedures to be employed by workers operating equipment or working in close proximity to ongoing chemical reactions.,Core,23,08/2025,Occupational Expert,IM,n/a,4.4299998,23,n/a,n/a,n/a,n/a
17-2041.00,Chemical Engineers,18473,"Perform tests and monitor performance of processes throughout stages of production to determine degree of control over variables such as temperature, density, specific gravity, and pressure.",Core,23,08/2025,Occupational Expert,IM,n/a,3.5999999,20,n/a,n/a,n/a,n/a
17-2051.00,Civil Engineers,150,"Direct or participate in surveying to lay out installations or establish reference points, grades, or elevations to guide construction.",Core,21,08/2021,Occupational Expert,IM,n/a,3.6700001,15,n/a,n/a,n/a,n/a
17-2051.00,Civil Engineers,19609,Develop or implement engineering solutions to clean up industrial accidents or other contaminated sites.,Supplemental,21,08/2021,Occupational Expert,IM,n/a,2.8599999,7,n/a,n/a,n/a,n/a
